Day,Month,date,Year, Temperature (øF) Max,Temperature (øF) Min,Dew Point (øF) Max,Dew Point (øF) Min,Humidity Max,Humidity Min,Wind Speed Max, Wind Speed Min,Pressure Max,Pressure Min
12,2,12.02.2002,2002,81,0,64,0,82,0,10,0,30,0
13,2,13.02.2002,2002,82,0,61,0,78,0,21,0,30,0
14,2,14.02.2002,2002,84,0,41,0,45,0,14,0,30,30
15,2,15.02.2002,2002,86,0,48,0,59,0,10,0,30,0
16,2,16.02.2002,2002,86,0,61,0,65,0,12,0,30,0
17,2,17.02.2002,2002,86,0,63,0,78,0,108,0,30,30
18,2,18.02.2002,2002,88,61,64,41,88,19,8,0,31,0
19,2,19.02.2002,2002,90,0,61,0,73,0,12,0,30,0
20,2,20.02.2002,2002,88,0,63,0,94,0,48,0,30,0
21,2,21.02.2002,2002,81,0,64,0,78,0,14,0,31,0
22,2,22.02.2002,2002,82,0,72,0,88,0,14,0,30,0
23,2,23.02.2002,2002,84,64,66,59,88,48,14,0,30,0
24,2,24.02.2002,2002,84,0,64,0,88,0,13,0,30,0
25,2,25.02.2002,2002,158,0,64,0,83,0,10,0,30,30
26,2,26.02.2002,2002,86,0,61,0,77,0,12,0,30,0
27,2,27.02.2002,2002,86,0,61,0,83,0,13,0,30,0
28,2,28.02.2002,2002,86,66,66,59,83,51,14,0,30,30
1,3,01.03.2002,2002,84,68,66,61,83,48,14,0,30,0
2,3,02.03.2002,2002,86,70,64,46,83,25,13,0,30,0
3,3,03.03.2002,2002,86,64,64,50,83,29,14,0,30,30
4,3,04.03.2002,2002,86,64,70,41,83,23,12,0,30,0
5,3,05.03.2002,2002,91,0,70,0,88,0,12,0,30,30
6,3,06.03.2002,2002,91,68,68,41,83,18,16,0,30,0
7,3,07.03.2002,2002,86,0,68,0,78,0,14,0,30,30
8,3,08.03.2002,2002,86,0,68,0,88,0,12,0,30,0
9,3,09.03.2002,2002,86,0,64,0,69,0,13,0,30,0
10,3,10.03.2002,2002,90,68,64,50,83,27,69,0,30,30
11,3,11.03.2002,2002,91,70,59,37,61,16,9,0,30,0
12,3,12.03.2002,2002,91,0,57,0,60,0,12,0,30,0
13,3,13.03.2002,2002,93,68,63,28,73,11,13,0,30,30
14,3,14.03.2002,2002,93,0,57,0,57,0,12,0,30,0
15,3,15.03.2002,2002,95,0,63,0,83,0,14,0,30,0
16,3,16.03.2002,2002,91,0,63,0,78,0,16,0,30,0
17,3,17.03.2002,2002,90,0,64,0,88,0,14,0,30,0
18,3,18.03.2002,2002,90,0,64,0,83,0,12,0,31,0
19,3,19.03.2002,2002,91,66,63,36,83,17,18,0,30,0
20,3,20.03.2002,2002,93,72,68,50,78,24,17,0,30,30
21,3,21.03.2002,2002,95,73,70,46,78,21,14,0,30,0
22,3,22.03.2002,2002,95,73,72,61,83,36,14,0,30,0
23,3,23.03.2002,2002,90,73,72,61,83,43,16,0,30,30
24,3,24.03.2002,2002,90,77,72,48,78,25,18,0,30,0
25,3,25.03.2002,2002,95,0,70,0,83,0,13,0,30,0
26,3,26.03.2002,2002,97,0,61,0,73,0,12,0,30,0
27,3,27.03.2002,2002,99,68,50,0,43,9,12,0,30,30
28,3,28.03.2002,2002,100,0,66,0,65,0,15,0,30,30
29,3,29.03.2002,2002,99,73,66,37,65,13,15,0,32,0
30,3,30.03.2002,2002,95,0,68,0,78,0,15,0,30,30
31,3,31.03.2002,2002,95,75,70,54,74,32,20,0,30,0
1,4,01.04.2002,2002,100,77,70,46,74,19,13,0,30,0
2,4,02.04.2002,2002,106,75,61,-2,51,2,21,0,30,0
3,4,03.04.2002,2002,97,0,66,0,61,0,14,0,30,30
4,4,04.04.2002,2002,95,0,75,0,84,0,16,0,30,30
5,4,05.04.2002,2002,90,0,75,0,84,0,13,0,30,0
6,4,06.04.2002,2002,91,0,73,0,83,0,14,0,30,0
7,4,07.04.2002,2002,90,73,72,52,88,27,59,0,30,0
8,4,08.04.2002,2002,95,0,84,0,83,0,14,0,30,0
9,4,09.04.2002,2002,95,0,72,0,83,0,15,0,30,0
10,4,10.04.2002,2002,91,0,72,0,78,0,15,0,30,0
11,4,11.04.2002,2002,91,0,156,0,83,0,15,0,30,0
12,4,12.04.2002,2002,93,0,72,0,83,0,23,0,30,0
13,4,13.04.2002,2002,93,75,79,59,83,32,20,0,30,0
14,4,14.04.2002,2002,93,77,73,64,83,38,16,0,30,0
15,4,15.04.2002,2002,90,77,70,55,78,31,16,0,30,0
16,4,16.04.2002,2002,90,75,72,68,83,49,14,2,30,0
17,4,17.04.2002,2002,91,75,70,61,78,36,17,0,30,0
18,4,18.04.2002,2002,95,75,70,63,83,38,14,0,30,0
19,4,19.04.2002,2002,95,0,72,0,83,0,17,0,30,0
20,4,20.04.2002,2002,90,77,73,66,79,46,18,0,30,0
21,4,21.04.2002,2002,93,0,73,0,83,0,17,5,30,0
22,4,22.04.2002,2002,95,0,73,0,74,0,15,0,30,0
23,4,23.04.2002,2002,93,0,73,0,70,0,18,0,30,0
24,4,24.04.2002,2002,97,81,68,55,65,26,17,0,30,0
25,4,25.04.2002,2002,106,0,70,0,66,0,21,3,30,0
26,4,26.04.2002,2002,100,73,79,54,84,22,14,0,30,30
27,4,27.04.2002,2002,97,45,72,57,78,0,16,0,30,0
28,4,28.04.2002,2002,108,0,77,0,70,0,16,0,30,0
29,4,29.04.2002,2002,109,79,70,50,65,14,14,0,30,30
30,4,30.04.2002,2002,99,82,73,68,70,37,16,0,30,0
1,5,01.05.2002,2002,97,79,77,68,89,39,17,0,30,0
2,5,02.05.2002,2002,93,0,75,0,84,0,12,0,30,0
3,5,03.05.2002,2002,93,79,75,39,83,16,14,0,30,0
4,5,04.05.2002,2002,99,0,75,0,66,0,15,0,30,0
5,5,05.05.2002,2002,97,79,75,68,74,47,12,0,30,0
6,5,06.05.2002,2002,99,81,77,72,79,42,14,0,30,30
7,5,07.05.2002,2002,95,81,82,64,100,46,21,0,30,30
8,5,08.05.2002,2002,93,0,79,0,84,0,18,0,30,30
9,5,09.05.2002,2002,95,77,79,73,89,49,18,0,30,30
10,5,10.05.2002,2002,95,84,79,73,84,52,23,0,30,0
11,5,11.05.2002,2002,95,84,79,57,84,35,26,0,30,0
12,5,12.05.2002,2002,97,84,79,73,79,47,30,0,30,29
13,5,13.05.2002,2002,95,0,81,0,84,0,25,0,31,0
14,5,14.05.2002,2002,158,0,81,0,84,0,24,0,30,0
15,5,15.05.2002,2002,93,0,79,0,79,0,23,0,30,0
16,5,16.05.2002,2002,93,0,79,0,84,0,18,0,30,0
17,5,17.05.2002,2002,99,0,79,0,84,0,14,0,30,0
18,5,18.05.2002,2002,93,0,79,0,84,0,81,0,30,0
19,5,19.05.2002,2002,108,0,79,0,84,0,39,0,0,0
21,5,21.05.2002,2002,97,0,82,0,79,0,15,0,30,0
22,5,22.05.2002,2002,93,0,77,0,79,0,17,0,30,30
23,5,23.05.2002,2002,93,84,79,75,84,56,100,0,30,30
24,5,24.05.2002,2002,93,84,77,75,79,56,20,0,30,30
25,5,25.05.2002,2002,91,84,77,73,79,55,20,0,30,0
26,5,26.05.2002,2002,91,84,77,70,79,49,71,0,30,29
27,5,27.05.2002,2002,91,84,77,73,79,59,23,0,30,0
28,5,28.05.2002,2002,91,84,79,77,84,63,20,0,30,0
29,5,29.05.2002,2002,104,84,77,43,79,12,23,0,30,30
30,5,30.05.2002,2002,93,0,77,0,79,0,23,0,30,30
31,5,31.05.2002,2002,93,84,77,73,79,52,23,0,30,0
1,6,01.06.2002,2002,95,68,77,39,79,0,23,0,30,30
2,6,02.06.2002,2002,93,82,77,75,84,56,23,9,30,29
3,6,03.06.2002,2002,91,0,79,0,84,0,20,0,30,0
4,6,04.06.2002,2002,93,0,77,0,84,0,21,0,30,0
5,6,05.06.2002,2002,93,84,79,77,79,59,16,8,30,0
6,6,06.06.2002,2002,93,0,79,0,84,0,14,0,30,0
7,6,07.06.2002,2002,91,0,79,0,84,0,15,0,30,0
8,6,08.06.2002,2002,93,0,79,0,84,0,18,0,30,0
9,6,09.06.2002,2002,93,84,77,57,79,31,17,0,30,0
10,6,10.06.2002,2002,93,0,77,0,79,0,17,0,30,0
11,6,11.06.2002,2002,93,0,77,0,79,0,16,0,30,0
12,6,12.06.2002,2002,97,82,77,75,84,53,20,10,30,0
13,6,13.06.2002,2002,95,0,77,0,79,0,18,0,30,0
14,6,14.06.2002,2002,95,84,77,73,79,49,21,0,29,0
15,6,15.06.2002,2002,97,84,79,75,84,53,17,0,29,0
16,6,16.06.2002,2002,99,0,81,0,79,0,14,0,0,0
17,6,17.06.2002,2002,102,0,81,0,79,0,18,3,29,0
18,6,18.06.2002,2002,97,0,81,0,79,0,13,0,32,0
19,6,19.06.2002,2002,97,0,81,0,89,0,14,0,29,0
20,6,20.06.2002,2002,102,84,79,68,79,33,18,0,29,0
21,6,21.06.2002,2002,95,86,77,73,74,49,18,0,29,0
22,6,22.06.2002,2002,95,0,82,0,84,0,18,7,29,0
23,6,23.06.2002,2002,95,0,79,0,79,0,18,0,0,0
24,6,24.06.2002,2002,93,0,77,0,74,0,81,0,29,0
25,6,25.06.2002,2002,93,0,81,0,75,0,18,0,30,0
26,6,26.06.2002,2002,95,86,81,77,79,59,17,0,29,0
27,6,27.06.2002,2002,97,0,81,0,79,0,17,0,30,0
28,6,28.06.2002,2002,95,86,79,75,79,53,16,0,30,0
29,6,29.06.2002,2002,93,0,79,0,75,0,21,0,30,0
30,6,30.06.2002,2002,93,0,79,0,79,0,15,0,30,0
1,7,01.07.2002,2002,93,0,79,0,79,0,18,0,29,0
2,7,02.07.2002,2002,93,0,81,0,84,0,16,0,0,0
3,7,03.07.2002,2002,91,0,81,0,79,0,23,0,0,0
4,7,04.07.2002,2002,95,0,81,0,84,0,18,0,29,0
5,7,05.07.2002,2002,93,0,79,0,79,0,20,0,29,0
6,7,06.07.2002,2002,91,84,77,73,79,55,21,0,30,0
7,7,07.07.2002,2002,91,0,77,0,100,0,17,0,30,0
8,7,08.07.2002,2002,91,0,77,0,74,0,21,0,30,0
9,7,09.07.2002,2002,91,0,77,0,79,0,15,0,30,0
10,7,10.07.2002,2002,91,0,77,0,84,0,127,0,30,0
11,7,11.07.2002,2002,90,0,77,0,84,0,22,0,30,0
12,7,12.07.2002,2002,90,0,77,0,79,0,74,12,30,0
13,7,13.07.2002,2002,91,0,75,0,79,0,21,0,30,0
14,7,14.07.2002,2002,88,0,77,0,79,0,18,0,30,0
15,7,15.07.2002,2002,90,0,77,0,84,0,16,0,30,0
16,7,16.07.2002,2002,93,0,75,0,79,0,24,0,30,0
17,7,17.07.2002,2002,90,82,75,72,79,55,20,8,30,0
18,7,18.07.2002,2002,90,0,77,0,79,0,16,0,30,0
19,7,19.07.2002,2002,90,0,75,0,79,0,15,0,30,0
20,7,20.07.2002,2002,88,0,75,0,79,0,23,0,30,0
21,7,21.07.2002,2002,86,0,77,0,84,0,21,0,30,0
22,7,22.07.2002,2002,86,0,75,0,84,0,21,12,29,0
23,7,23.07.2002,2002,90,0,75,0,84,0,20,0,30,0
24,7,24.07.2002,2002,86,0,75,0,84,0,69,0,30,29
25,7,25.07.2002,2002,88,0,77,0,89,0,23,0,30,0
26,7,26.07.2002,2002,86,79,81,70,83,0,23,0,30,0
27,7,27.07.2002,2002,86,79,75,72,84,66,18,9,30,0
28,7,28.07.2002,2002,88,0,75,0,84,0,17,0,30,29
29,7,29.07.2002,2002,90,81,73,72,79,59,21,0,30,0
30,7,30.07.2002,2002,90,79,75,72,84,59,18,0,29,0
31,7,31.07.2002,2002,90,79,75,73,84,59,16,0,29,0
1,8,01.08.2002,2002,90,0,73,0,83,0,14,0,30,0
2,8,02.08.2002,2002,90,0,73,0,79,0,14,0,30,0
3,8,03.08.2002,2002,88,81,73,70,79,55,16,0,30,0
4,8,04.08.2002,2002,86,0,73,0,79,0,15,0,29,0
5,8,05.08.2002,2002,90,0,79,0,79,0,14,0,30,0
6,8,06.08.2002,2002,88,0,73,0,79,0,21,8,29,0
7,8,07.08.2002,2002,90,0,77,0,79,0,69,0,30,0
8,8,08.08.2002,2002,90,0,73,0,79,0,18,0,30,0
9,8,09.08.2002,2002,90,0,73,0,79,0,17,0,29,0
10,8,10.08.2002,2002,86,0,79,0,84,0,71,0,29,0
11,8,11.08.2002,2002,86,0,73,0,79,0,71,0,29,0
12,8,12.08.2002,2002,84,0,75,0,84,0,15,0,29,0
13,8,13.08.2002,2002,84,0,108,0,89,0,16,0,29,0
14,8,14.08.2002,2002,86,0,75,0,79,0,15,0,29,0
15,8,15.08.2002,2002,90,0,75,0,79,0,16,0,30,0
16,8,16.08.2002,2002,90,0,75,0,84,0,17,0,30,0
17,8,17.08.2002,2002,88,81,73,54,79,31,18,0,29,0
18,8,18.08.2002,2002,91,0,79,0,79,0,16,0,30,0
19,8,19.08.2002,2002,90,0,86,0,79,0,14,0,30,0
20,8,20.08.2002,2002,88,0,79,0,79,0,15,0,30,0
21,8,21.08.2002,2002,86,0,73,0,79,0,14,0,30,0
22,8,22.08.2002,2002,88,0,73,0,79,0,13,0,30,0
23,8,23.08.2002,2002,91,0,75,0,83,0,10,0,30,0
24,8,24.08.2002,2002,91,0,73,0,79,0,14,0,30,0
25,8,25.08.2002,2002,97,0,77,0,84,0,17,0,30,0
26,8,26.08.2002,2002,97,0,82,0,100,0,14,0,30,0
27,8,27.08.2002,2002,84,77,77,73,94,74,14,0,30,0
28,8,28.08.2002,2002,84,77,75,72,94,66,12,0,30,30
29,8,29.08.2002,2002,88,79,75,73,89,66,15,0,30,0
30,8,30.08.2002,2002,86,0,75,0,84,0,21,0,30,0
31,8,31.08.2002,2002,90,0,75,0,84,0,72,0,31,30
1,9,01.09.2002,2002,88,81,75,72,84,62,18,0,30,30
2,9,02.09.2002,2002,90,0,73,0,79,0,17,0,30,0
3,9,03.09.2002,2002,88,81,73,72,79,58,18,0,30,0
4,9,04.09.2002,2002,88,0,73,0,79,0,21,0,30,0
5,9,05.09.2002,2002,88,81,73,73,79,62,15,0,30,0
6,9,06.09.2002,2002,88,0,73,0,100,0,16,0,30,0
7,9,07.09.2002,2002,86,0,72,0,74,0,18,0,30,0
8,9,08.09.2002,2002,88,0,73,0,79,0,14,0,30,0
9,9,09.09.2002,2002,88,0,73,0,83,0,16,0,30,30
10,9,10.09.2002,2002,88,79,73,68,83,55,15,0,30,0
11,9,11.09.2002,2002,90,0,72,0,74,0,21,0,30,0
12,9,12.09.2002,2002,88,79,72,68,78,52,21,0,30,0
13,9,13.09.2002,2002,88,0,72,0,78,0,20,0,30,30
14,9,14.09.2002,2002,88,0,73,0,78,0,46,0,30,30
15,9,15.09.2002,2002,88,79,72,70,78,55,18,9,30,30
16,9,16.09.2002,2002,86,79,73,70,79,58,21,0,30,30
17,9,17.09.2002,2002,86,0,75,0,79,0,21,0,30,0
18,9,18.09.2002,2002,86,0,75,0,84,0,70,0,30,30
19,9,19.09.2002,2002,88,81,75,72,84,58,12,0,31,0
20,9,20.09.2002,2002,90,0,73,0,83,0,18,0,30,0
21,9,21.09.2002,2002,90,0,73,0,79,0,20,0,30,0
22,9,22.09.2002,2002,90,0,73,0,83,0,14,0,30,0
23,9,23.09.2002,2002,90,0,72,0,78,0,15,0,30,0
24,9,24.09.2002,2002,84,0,73,0,79,0,15,0,30,0
25,9,25.09.2002,2002,86,0,73,0,79,0,15,0,30,0
26,9,26.09.2002,2002,88,0,73,0,89,0,13,0,30,0
27,9,27.09.2002,2002,90,0,73,0,89,0,15,0,30,0
28,9,28.09.2002,2002,88,79,73,72,83,58,15,0,30,0
29,9,29.09.2002,2002,88,0,73,0,83,0,13,0,30,0
30,9,30.09.2002,2002,91,77,91,68,89,0,13,0,30,0
1,10,01.10.2002,2002,93,0,73,0,89,0,14,0,30,0
2,10,02.10.2002,2002,97,75,70,54,83,26,9,0,30,0
3,10,03.10.2002,2002,95,0,73,0,89,0,14,0,30,0
4,10,04.10.2002,2002,95,79,73,64,83,36,13,0,30,0
5,10,05.10.2002,2002,90,0,75,0,100,0,12,0,30,0
6,10,06.10.2002,2002,95,77,88,66,89,46,12,0,30,0
7,10,07.10.2002,2002,104,77,75,39,79,11,14,0,30,0
8,10,08.10.2002,2002,102,77,75,52,74,21,8,0,30,0
9,10,09.10.2002,2002,106,0,77,0,83,0,13,0,30,0
10,10,10.10.2002,2002,104,0,66,0,73,0,10,0,30,0
11,10,11.10.2002,2002,106,73,63,0,57,7,14,0,30,0
12,10,12.10.2002,2002,102,73,81,45,74,0,12,0,30,0
13,10,13.10.2002,2002,100,77,73,54,83,21,76,0,30,0
14,10,14.10.2002,2002,100,57,75,54,84,0,9,0,30,0
15,10,15.10.2002,2002,99,73,70,50,83,19,13,0,30,0
16,10,16.10.2002,2002,99,70,73,46,74,19,12,0,30,0
17,10,17.10.2002,2002,99,73,79,59,84,27,12,0,30,0
18,10,18.10.2002,2002,99,77,82,61,84,29,10,0,30,0
19,10,19.10.2002,2002,97,77,77,50,89,22,12,0,30,0
20,10,20.10.2002,2002,91,0,77,0,89,0,13,0,30,30
21,10,21.10.2002,2002,91,77,75,72,89,55,13,0,30,0
22,10,22.10.2002,2002,93,0,75,0,89,0,68,0,30,0
23,10,23.10.2002,2002,90,0,72,0,78,0,9,0,30,0
24,10,24.10.2002,2002,95,0,73,0,94,0,12,0,30,0
25,10,25.10.2002,2002,99,0,73,0,89,0,9,0,31,0
26,10,26.10.2002,2002,100,0,72,0,74,0,14,0,30,0
27,10,27.10.2002,2002,99,0,72,0,88,0,12,0,31,0
28,10,28.10.2002,2002,93,75,73,59,89,32,14,0,30,0
29,10,29.10.2002,2002,91,0,73,0,83,0,16,0,30,30
30,10,30.10.2002,2002,93,0,73,0,83,0,13,3,30,30
31,10,31.10.2002,2002,95,70,72,59,88,30,9,0,30,30
1,11,01.11.2002,2002,99,68,79,36,88,11,8,0,30,30
2,11,02.11.2002,2002,100,68,66,37,88,13,8,0,30,30
3,11,03.11.2002,2002,97,70,68,41,69,15,10,0,30,30
4,11,04.11.2002,2002,99,68,68,37,83,12,10,0,30,0
5,11,05.11.2002,2002,91,70,66,46,78,21,10,0,30,30
6,11,06.11.2002,2002,91,68,68,50,83,24,10,0,30,30
7,11,07.11.2002,2002,93,68,66,46,83,20,16,0,30,0
8,11,08.11.2002,2002,149,77,55,48,47,5,23,0,31,30
9,11,09.11.2002,2002,88,79,64,50,61,27,23,7,30,0
10,11,10.11.2002,2002,86,0,63,0,69,0,16,0,30,30
11,11,11.11.2002,2002,84,64,63,52,77,33,12,0,30,30
12,11,12.11.2002,2002,86,63,64,52,83,31,10,0,30,30
13,11,13.11.2002,2002,86,64,63,52,83,33,8,0,30,0
14,11,14.11.2002,2002,86,64,61,50,78,29,12,0,30,30
15,11,15.11.2002,2002,88,68,70,61,88,43,12,0,30,0
16,11,16.11.2002,2002,90,66,70,54,100,29,8,0,30,30
17,11,17.11.2002,2002,91,64,64,50,83,24,8,0,30,0
18,11,18.11.2002,2002,91,68,64,46,78,21,9,0,32,0
19,11,19.11.2002,2002,91,64,79,37,89,15,12,0,30,0
20,11,20.11.2002,2002,91,0,55,0,56,0,9,0,30,0
21,11,21.11.2002,2002,91,0,55,0,68,0,7,0,30,0
22,11,22.11.2002,2002,91,0,55,0,64,0,9,0,30,30
23,11,23.11.2002,2002,90,0,63,0,69,0,8,0,30,0
24,11,24.11.2002,2002,91,64,147,48,78,0,10,0,30,30
25,11,25.11.2002,2002,88,0,66,0,83,0,9,0,31,0
26,11,26.11.2002,2002,149,0,63,0,83,0,8,0,31,0
27,11,27.11.2002,2002,86,0,66,0,83,0,13,0,30,30
28,11,28.11.2002,2002,86,61,68,54,83,37,12,0,30,30
29,11,29.11.2002,2002,88,63,68,45,88,25,8,0,30,30
30,11,30.11.2002,2002,88,63,68,48,94,25,9,0,30,30
1,12,01.12.2002,2002,86,61,61,0,82,17,13,0,30,30
2,12,02.12.2002,2002,90,0,52,0,64,0,10,0,30,0
3,12,03.12.2002,2002,86,59,57,36,72,17,12,0,30,30
4,12,04.12.2002,2002,86,59,55,30,82,13,9,0,30,0
5,12,05.12.2002,2002,84,61,54,0,64,15,10,0,30,0
6,12,06.12.2002,2002,79,61,54,19,68,11,24,0,30,30
7,12,07.12.2002,2002,79,59,30,10,31,7,22,0,30,0
8,12,08.12.2002,2002,79,57,36,0,37,9,18,0,30,0
9,12,09.12.2002,2002,171,0,43,0,59,0,18,0,30,0
10,12,10.12.2002,2002,81,0,57,0,73,0,10,0,30,0
11,12,11.12.2002,2002,81,0,64,0,78,0,16,0,30,0
12,12,12.12.2002,2002,149,0,75,0,88,0,76,0,30,0
13,12,13.12.2002,2002,86,64,50,14,52,9,14,0,30,0
14,12,14.12.2002,2002,88,0,59,0,73,0,12,0,32,0
15,12,15.12.2002,2002,90,59,59,36,78,18,69,0,30,0
16,12,16.12.2002,2002,88,57,61,43,65,21,8,0,30,0
17,12,17.12.2002,2002,86,59,66,50,78,33,51,0,31,0
18,12,18.12.2002,2002,154,64,68,48,88,6,14,0,30,30
19,12,19.12.2002,2002,84,66,68,59,88,45,18,0,30,30
20,12,20.12.2002,2002,84,72,68,61,83,45,17,0,30,30
21,12,21.12.2002,2002,82,66,66,54,69,37,12,0,30,30
22,12,22.12.2002,2002,82,59,63,50,72,39,12,0,30,0
23,12,23.12.2002,2002,75,0,64,0,88,0,29,0,30,0
24,12,24.12.2002,2002,79,61,61,52,88,39,9,0,30,0
25,12,25.12.2002,2002,73,57,59,43,83,33,16,0,30,30
26,12,26.12.2002,2002,75,59,52,43,77,31,12,0,30,0
27,12,27.12.2002,2002,79,0,59,0,78,0,10,0,30,30
28,12,28.12.2002,2002,79,57,59,46,77,34,10,0,30,30
29,12,29.12.2002,2002,77,0,61,0,88,0,8,0,30,0
30,12,30.12.2002,2002,77,59,59,46,83,34,18,0,30,0
31,12,31.12.2002,2002,79,50,52,25,88,14,58,0,30,30
1,1,01.01.2003,2003,93,52,54,39,77,20,12,0,31,0
2,1,02.01.2003,2003,79,55,61,43,83,35,9,0,30,30
3,1,03.01.2003,2003,77,52,50,0,72,17,18,0,30,0
4,1,04.01.2003,2003,75,0,39,0,62,0,15,0,30,30
5,1,05.01.2003,2003,77,48,55,0,77,22,13,0,30,0
6,1,06.01.2003,2003,82,0,59,0,77,0,8,0,30,0
7,1,07.01.2003,2003,82,0,59,0,77,0,9,0,30,0
8,1,08.01.2003,2003,81,0,59,0,100,0,8,0,30,0
9,1,09.01.2003,2003,156,57,149,46,78,0,10,0,30,0
10,1,10.01.2003,2003,79,0,59,0,78,0,21,0,30,0
11,1,11.01.2003,2003,82,0,54,0,72,0,9,0,30,0
12,1,12.01.2003,2003,82,0,63,0,77,0,9,0,30,0
13,1,13.01.2003,2003,82,0,55,0,77,0,104,0,30,0
14,1,14.01.2003,2003,84,0,55,0,73,0,9,0,30,0
15,1,15.01.2003,2003,84,54,52,0,72,13,9,0,30,0
16,1,16.01.2003,2003,82,0,48,0,67,0,71,0,30,0
17,1,17.01.2003,2003,82,0,43,0,42,0,16,0,30,0
18,1,18.01.2003,2003,84,0,41,0,40,0,15,0,30,0
19,1,19.01.2003,2003,82,0,43,0,52,0,14,0,30,0
20,1,20.01.2003,2003,86,0,55,0,68,0,10,0,30,30
21,1,21.01.2003,2003,81,0,63,0,83,0,14,0,32,0
22,1,22.01.2003,2003,84,0,63,0,88,0,12,0,30,0
23,1,23.01.2003,2003,88,0,144,0,94,0,10,0,31,0
24,1,24.01.2003,2003,88,59,61,23,72,9,115,0,31,0
25,1,25.01.2003,2003,84,61,147,54,77,0,13,0,30,0
26,1,26.01.2003,2003,82,66,66,45,88,28,10,0,32,0
27,1,27.01.2003,2003,75,64,63,37,77,33,16,0,30,0
28,1,28.01.2003,2003,82,55,63,46,83,36,14,0,30,0
29,1,29.01.2003,2003,81,0,66,0,88,0,12,0,31,0
30,1,30.01.2003,2003,84,0,68,0,83,0,168,0,30,0
31,1,31.01.2003,2003,81,0,68,0,88,0,17,0,30,30
1,2,01.02.2003,2003,68,68,64,64,88,88,10,10,30,30
2,2,02.02.2003,2003,57,57,45,45,63,63,0,0,30,0
1,2,01.02.2003,2003,154,0,61,0,83,0,12,0,30,0
2,2,02.02.2003,2003,77,61,54,34,68,22,21,0,30,30
3,2,03.02.2003,2003,81,0,48,0,63,0,21,0,30,0
4,2,04.02.2003,2003,79,0,39,0,51,0,12,0,32,0
5,2,05.02.2003,2003,81,54,52,28,56,16,13,0,30,0
6,2,06.02.2003,2003,82,0,147,0,82,0,10,0,30,0
7,2,07.02.2003,2003,86,0,59,0,100,0,9,0,31,0
8,2,08.02.2003,2003,86,0,79,0,77,0,8,0,30,0
9,2,09.02.2003,2003,84,59,145,0,73,0,16,0,31,0
10,2,10.02.2003,2003,84,0,55,0,73,0,13,0,31,0
11,2,11.02.2003,2003,86,0,50,0,49,0,13,0,31,0
12,2,12.02.2003,2003,156,59,55,0,77,5,13,0,30,0
13,2,13.02.2003,2003,84,0,61,0,87,0,9,0,30,0
14,2,14.02.2003,2003,88,0,64,0,83,0,7,0,30,0
15,2,15.02.2003,2003,88,0,66,0,83,0,12,0,30,0
16,2,16.02.2003,2003,79,0,66,0,78,0,13,0,30,0
17,2,17.02.2003,2003,79,0,73,0,89,0,22,0,30,0
18,2,18.02.2003,2003,79,0,63,0,69,0,23,0,30,0
19,2,19.02.2003,2003,75,0,52,0,72,0,143,0,30,0
20,2,20.02.2003,2003,82,0,61,0,73,0,9,0,30,0
21,2,21.02.2003,2003,81,63,54,34,56,20,15,0,30,0
22,2,22.02.2003,2003,82,63,64,48,78,37,14,0,30,0
23,2,23.02.2003,2003,82,0,66,0,88,0,12,0,30,0
24,2,24.02.2003,2003,90,70,66,50,83,27,15,0,30,0
25,2,25.02.2003,2003,133,72,68,63,78,14,14,0,30,0
26,2,26.02.2003,2003,86,0,70,0,83,0,69,0,30,0
27,2,27.02.2003,2003,88,0,70,0,88,0,13,0,30,30
28,2,28.02.2003,2003,91,73,72,55,83,29,17,0,30,30
1,3,01.03.2003,2003,86,73,72,57,83,42,81,0,30,0
2,3,02.03.2003,2003,84,0,61,0,65,0,16,0,31,0
3,3,03.03.2003,2003,75,63,28,-31,26,1,24,0,30,30
4,3,04.03.2003,2003,81,0,59,-26,54,0,14,0,32,0
5,3,05.03.2003,2003,82,0,57,0,67,0,14,0,30,0
6,3,06.03.2003,2003,91,0,57,0,77,0,10,0,30,30
7,3,07.03.2003,2003,91,59,64,27,73,10,12,0,30,0
8,3,08.03.2003,2003,91,0,63,0,65,0,14,0,30,0
9,3,09.03.2003,2003,88,0,68,0,78,0,14,0,30,30
10,3,10.03.2003,2003,95,70,68,16,88,6,18,0,30,0
11,3,11.03.2003,2003,93,0,66,0,78,0,12,0,30,30
12,3,12.03.2003,2003,93,63,64,34,88,12,9,0,30,0
13,3,13.03.2003,2003,95,0,64,0,88,0,12,0,31,0
14,3,14.03.2003,2003,93,0,61,0,69,0,13,0,31,0
15,3,15.03.2003,2003,86,0,68,0,83,0,15,0,30,0
16,3,16.03.2003,2003,88,73,68,61,83,40,12,0,30,0
17,3,17.03.2003,2003,88,0,68,0,78,0,15,0,30,0
18,3,18.03.2003,2003,88,0,66,0,78,0,14,0,30,0
19,3,19.03.2003,2003,91,0,66,0,83,0,13,0,30,0
20,3,20.03.2003,2003,91,0,68,0,88,0,69,0,30,0
21,3,21.03.2003,2003,86,0,70,0,83,0,14,0,31,0
22,3,22.03.2003,2003,86,0,79,0,100,0,14,0,31,0
23,3,23.03.2003,2003,90,64,72,48,78,46,14,0,31,0
24,3,24.03.2003,2003,95,0,72,0,78,0,25,0,30,0
25,3,25.03.2003,2003,99,0,66,0,61,0,13,0,30,0
